129, 103, 120, 129, 4.8100000000000005
129, 107, 133, 137, 5.0600000000000005
118, 104, 124, 133, 4.79
117, 105, 123, 131, 4.76
109, 97, 111, 125, 4.42
116, 100, 115, 131, 4.62
114, 97, 116, 124, 4.51
111, 98, 124, 127, 4.6000000000000005
119, 109, 132, 126, 4.86
118, 106, 140, 122, 4.86
119, 105, 136, 125, 4.8500000000000005
123, 108, 148, 127, 5.0600000000000005
118, 105, 144, 125, 4.92
113, 99, 135, 118, 4.65
123, 113, 142, 122, 5.0
109, 104, 139, 113, 4.65
111, 109, 142, 108, 4.7
110, 107, 136, 105, 4.58
117, 112, 148, 120, 4.97
120, 114, 147, 115, 4.96
122, 120, 152, 121, 5.15
132, 125, 156, 129, 5.42
133, 127, 158, 131, 5.49
132, 128, 154, 130, 5.44
132, 138, 165, 144, 5.79
152, 141, 174, 146, 6.13
165, 147, 191, 155, 6.58
177, 159, 213, 156, 7.05
182, 173, 218, 167, 7.4
175, 171, 205, 161, 7.12
176, 170, 217, 161, 7.24
183, 174, 214, 166, 7.37
201, 183, 223, 169, 7.76
203, 194, 231, 170, 7.98
205, 182, 223, 165, 7.75
215, 198, 232, 177, 8.22
221, 203, 236, 187, 8.47
234, 207, 242, 193, 8.76
238, 204, 235, 200, 8.77
246, 224, 248, 219, 9.370000000000001
238, 227, 256, 222, 9.43
238, 224, 246, 215, 9.23
230, 213, 243, 212, 8.98
238, 226, 256, 226, 9.46
230, 227, 256, 226, 9.39
230, 230, 260, 225, 9.450000000000001
225, 229, 259, 227, 9.4
238, 241, 270, 242, 9.91
247, 250, 272, 251, 10.200000000000001
226, 238, 248, 231, 9.43
226, 237, 251, 232, 9.46
235, 252, 264, 241, 9.92
248, 265, 275, 255, 10.43
253, 268, 290, 264, 10.75
239, 256, 275, 249, 10.19
248, 272, 290, 262, 10.72
242, 264, 289, 250, 10.450000000000001
234, 265, 280, 257, 10.36
233, 271, 287, 258, 10.49
234, 268, 282, 252, 10.36
247, 269, 270, 255, 10.41
259, 278, 273, 260, 10.700000000000001
276, 297, 298, 277, 11.48
286, 294, 291, 286, 11.57
285, 297, 291, 294, 11.67
268, 286, 271, 285, 11.1
274, 296, 279, 296, 11.450000000000001
274, 297, 273, 295, 11.39
272, 306, 283, 295, 11.56
270, 297, 283, 292, 11.42
275, 299, 283, 288, 11.450000000000001
265, 280, 263, 276, 10.84
269, 284, 267, 281, 11.01
262, 275, 252, 275, 10.64
263, 277, 256, 282, 10.78
275, 282, 265, 290, 11.120000000000001
255, 259, 254, 278, 10.46
249, 256, 250, 279, 10.34
244, 256, 255, 270, 10.25
240, 255, 248, 263, 10.06
235, 256, 249, 264, 10.040000000000001
215, 242, 236, 241, 9.34
218, 248, 234, 244, 9.44
233, 263, 261, 262, 10.19
244, 284, 278, 280, 10.86
247, 291, 276, 284, 10.98
265, 318, 294, 309, 11.86
267, 318, 279, 298, 11.620000000000001
274, 326, 299, 316, 12.15
298, 348, 325, 342, 13.13
320, 364, 333, 360, 13.77
358, 399, 362, 387, 15.06
365, 402, 354, 385, 15.06
371, 425, 376, 397, 15.69
381, 426, 386, 409, 16.02
361, 406, 376, 414, 15.57
359, 398, 390, 406, 15.530000000000001
352, 398, 373, 404, 15.27
350, 399, 373, 384, 15.06
354, 406, 373, 390, 15.23
344, 399, 367, 382, 14.92
356, 410, 387, 396, 15.49
362, 407, 390, 411, 15.700000000000001
390, 425, 407, 434, 16.56
384, 419, 401, 420, 16.240000000000002
418, 459, 437, 457, 17.71
406, 458, 435, 447, 17.46
380, 429, 409, 424, 16.42
411, 456, 448, 448, 17.63
430, 468, 468, 461, 18.27
413, 454, 452, 440, 17.59
429, 458, 471, 451, 18.09
425, 454, 459, 447, 17.85
431, 473, 462, 453, 18.19
406, 458, 440, 426, 17.3
422, 486, 465, 445, 18.18
427, 492, 483, 450, 18.52
448, 511, 514, 480, 19.53
477, 541, 534, 494, 20.46
482, 539, 530, 494, 20.45
503, 552, 525, 502, 20.82
554, 601, 571, 544, 22.7
565, 629, 577, 559, 23.3
583, 627, 606, 564, 23.8
625, 668, 643, 616, 25.52
610, 641, 616, 602, 24.69
607, 643, 609, 613, 24.72
600, 643, 613, 623, 24.79
562, 598, 587, 589, 23.36
558, 597, 592, 575, 23.22
576, 598, 601, 585, 23.6
562, 593, 608, 583, 23.46
607, 642, 645, 653, 25.47
620, 659, 652, 672, 26.03
624, 659, 660, 677, 26.2
640, 652, 665, 668, 26.25
692, 686, 707, 702, 27.87
660, 661, 679, 664, 26.64
640, 653, 663, 644, 26.0
664, 660, 674, 652, 26.5
657, 629, 665, 658, 26.09
623, 623, 640, 629, 25.150000000000002
641, 640, 657, 639, 25.77
633, 643, 673, 635, 25.84
649, 664, 676, 626, 26.150000000000002
670, 683, 695, 648, 26.96
682, 683, 701, 663, 27.29
688, 706, 713, 675, 27.82
678, 706, 697, 659, 27.400000000000002
688, 710, 691, 650, 27.39
712, 744, 720, 681, 28.57
676, 724, 683, 657, 27.400000000000002
658, 693, 653, 619, 26.23
691, 733, 694, 652, 27.7
693, 731, 699, 664, 27.87
720, 759, 747, 716, 29.42
684, 719, 722, 700, 28.25
678, 718, 715, 699, 28.1
723, 761, 755, 740, 29.79
715, 756, 748, 735, 29.54
706, 746, 738, 722, 29.12
725, 785, 754, 740, 30.04
714, 768, 730, 716, 29.28
722, 770, 729, 723, 29.44
720, 766, 732, 732, 29.5
731, 763, 747, 745, 29.86
762, 799, 785, 768, 31.14
742, 777, 756, 742, 30.17
743, 764, 737, 731, 29.75
801, 831, 777, 777, 31.86
810, 838, 791, 791, 32.3
860, 890, 839, 847, 34.36
853, 887, 843, 849, 34.32
894, 930, 896, 886, 36.06
871, 911, 857, 884, 35.230000000000004
861, 906, 849, 903, 35.19
922, 965, 933, 971, 37.910000000000004
908, 949, 922, 967, 37.46
919, 971, 929, 980, 37.99
930, 980, 934, 989, 38.33
934, 980, 926, 1005, 38.45
945, 990, 941, 1007, 38.83
979, 1017, 972, 1014, 39.82
999, 1014, 996, 1015, 40.24
965, 960, 964, 972, 38.61
980, 982, 972, 1004, 39.38
970, 971, 965, 1001, 39.07
1022, 1022, 1015, 1052, 41.11
1050, 1075, 1063, 1086, 42.74
1029, 1041, 1066, 1087, 42.230000000000004
1004, 1000, 1040, 1047, 40.910000000000004
1060, 1061, 1100, 1100, 43.21
1047, 1042, 1089, 1085, 42.63
1066, 1054, 1109, 1096, 43.25
1062, 1024, 1083, 1055, 42.24
1087, 1049, 1113, 1076, 43.25
1083, 1045, 1102, 1092, 43.22
1125, 1091, 1137, 1144, 44.97
1046, 1013, 1053, 1047, 41.59
986, 992, 1010, 1008, 39.96
974, 966, 1014, 982, 39.36
978, 953, 1017, 988, 39.36
981, 964, 1027, 974, 39.46
975, 956, 976, 960, 38.67
961, 956, 973, 947, 38.37
1050, 1055, 1050, 1037, 41.92
1096, 1120, 1097, 1093, 44.06
1093, 1141, 1089, 1123, 44.46
1114, 1162, 1102, 1142, 45.2
1149, 1185, 1120, 1164, 46.18
1212, 1273, 1193, 1241, 49.19
1268, 1324, 1257, 1291, 51.4
1317, 1336, 1268, 1316, 52.370000000000005
1287, 1290, 1246, 1287, 51.1
1352, 1331, 1296, 1338, 53.17
1366, 1343, 1310, 1358, 53.77
1387, 1374, 1350, 1374, 54.85
1463, 1424, 1424, 1440, 57.51
1362, 1306, 1311, 1316, 52.95
1387, 1355, 1346, 1342, 54.300000000000004
1451, 1417, 1398, 1396, 56.620000000000005
1515, 1454, 1463, 1466, 58.980000000000004
1604, 1518, 1537, 1529, 61.88
1703, 1592, 1627, 1615, 65.37
1662, 1557, 1614, 1593, 64.26
1710, 1628, 1675, 1669, 66.82000000000001
1768, 1680, 1728, 1720, 68.96000000000001
1820, 1782, 1818, 1793, 72.13
1833, 1800, 1854, 1800, 72.87
1912, 1871, 1952, 1912, 76.47
1960, 1925, 2011, 1934, 78.3
1849, 1816, 1903, 1823, 73.91
1827, 1768, 1866, 1797, 72.58
1802, 1779, 1805, 1776, 71.62
1915, 1882, 1918, 1863, 75.78
1931, 1891, 1934, 1890, 76.46000000000001
1929, 1881, 1911, 1877, 75.98
1968, 1895, 1928, 1882, 76.73
2060, 1953, 2012, 1961, 79.86
2150, 2034, 2097, 2071, 83.52
2072, 1961, 2022, 2002, 80.57000000000001
1935, 1847, 1894, 1896, 75.72
1988, 1883, 1919, 1935, 77.25
2098, 1998, 2038, 2049, 81.83
2175, 2090, 2120, 2154, 85.39
2120, 2015, 2063, 2088, 82.86
2165, 2070, 2096, 2125, 84.56
2033, 1976, 2004, 2006, 80.19
1969, 1907, 1932, 1956, 77.64
1908, 1860, 1909, 1907, 75.84
1924, 1874, 1913, 1921, 76.32000000000001
1888, 1861, 1878, 1909, 75.36
1889, 1845, 1843, 1882, 74.59
1917, 1863, 1867, 1892, 75.39
1930, 1858, 1842, 1878, 75.08
2013, 1948, 1899, 1957, 78.17
2002, 1935, 1894, 1951, 77.82000000000001
2193, 2081, 2048, 2120, 84.42
2264, 2117, 2121, 2176, 86.78
2290, 2168, 2162, 2229, 88.49
2298, 2180, 2209, 2251, 89.38
2122, 2017, 2056, 2098, 82.93
2086, 1969, 2029, 2083, 81.67
2095, 1988, 2030, 2090, 82.03
2184, 2088, 2127, 2200, 85.99
2141, 2030, 2084, 2148, 84.03
2176, 2079, 2139, 2172, 85.66
2239, 2144, 2188, 2229, 88.0
2157, 2082, 2121, 2178, 85.38
2327, 2229, 2298, 2370, 92.24
2391, 2305, 2360, 2425, 94.81
2242, 2166, 2218, 2267, 88.93
2174, 2082, 2128, 2208, 85.92
2215, 2101, 2174, 2242, 87.32000000000001
2175, 2060, 2128, 2183, 85.46000000000001
2354, 2241, 2355, 2380, 93.3
2248, 2138, 2271, 2307, 89.64
2205, 2034, 2195, 2212, 86.46000000000001
2122, 1973, 2131, 2122, 83.48
1987, 1853, 1997, 1965, 78.02
2091, 1961, 2113, 2100, 82.65
2158, 2007, 2170, 2150, 84.85000000000001
2277, 2113, 2262, 2253, 89.05
2368, 2154, 2361, 2326, 92.09
2475, 2223, 2446, 2386, 95.3
2408, 2170, 2394, 2346, 93.18
2367, 2194, 2376, 2340, 92.77
2324, 2168, 2334, 2301, 91.27
2263, 2130, 2274, 2260, 89.27
2240, 2141, 2267, 2235, 88.83
2331, 2222, 2364, 2320, 92.37
2443, 2352, 2503, 2441, 97.39
2375, 2332, 2448, 2379, 95.34
2452, 2412, 2556, 2499, 99.19
2592, 2608, 2733, 2694, 106.27
2580, 2576, 2670, 2683, 105.09
2610, 2625, 2684, 2738, 106.57000000000001
2567, 2562, 2659, 2681, 104.69
2705, 2677, 2808, 2853, 110.43
2736, 2695, 2861, 2878, 111.7
2906, 2838, 3020, 3012, 117.76
2897, 2798, 2954, 3002, 116.51
2920, 2833, 2997, 3020, 117.7
2793, 2728, 2901, 2918, 113.4
2818, 2717, 2862, 2870, 112.67
3026, 2914, 3034, 3043, 120.17
3092, 2969, 3080, 3075, 122.16
3070, 2995, 3086, 3086, 122.37
2826, 2777, 2885, 2883, 113.71000000000001
3005, 2921, 3039, 3035, 120.0
3099, 3018, 3136, 3125, 123.78
3105, 3039, 3135, 3149, 124.28
3167, 3147, 3176, 3236, 127.26
3241, 3219, 3245, 3300, 130.05
3262, 3236, 3284, 3308, 130.9
3427, 3392, 3349, 3450, 136.18
3571, 3544, 3534, 3599, 142.48
3313, 3282, 3235, 3336, 131.66
3455, 3419, 3405, 3473, 137.52
3455, 3376, 3386, 3460, 136.77
3564, 3462, 3492, 3557, 140.75
3510, 3406, 3426, 3516, 138.58
3572, 3464, 3482, 3580, 140.98
3522, 3415, 3434, 3514, 138.85
3473, 3374, 3376, 3443, 136.66
3287, 3207, 3181, 3253, 129.28
3362, 3290, 3264, 3367, 132.83
3447, 3389, 3379, 3453, 136.68
3585, 3521, 3528, 3571, 142.05
3550, 3427, 3446, 3505, 139.28
3649, 3539, 3562, 3591, 143.41
3680, 3568, 3616, 3632, 144.96
3807, 3672, 3733, 3750, 149.62
3931, 3815, 3864, 3881, 154.91
3904, 3780, 3813, 3832, 153.29
3846, 3720, 3754, 3794, 151.14000000000001
3764, 3673, 3701, 3706, 148.44
3814, 3729, 3757, 3726, 150.26
3778, 3705, 3706, 3717, 149.06
3492, 3465, 3453, 3467, 138.77
3462, 3473, 3449, 3452, 138.36
3331, 3366, 3341, 3314, 133.52
3514, 3542, 3516, 3492, 140.64000000000001
3508, 3568, 3558, 3529, 141.63
3645, 3669, 3671, 3671, 146.56
3931, 3982, 3975, 3972, 158.6
3777, 3828, 3821, 3823, 152.49
3989, 4000, 3974, 3985, 159.48
4197, 4222, 4175, 4202, 167.96
4218, 4222, 4138, 4197, 167.75
4453, 4438, 4345, 4453, 176.89000000000001
4404, 4399, 4315, 4390, 175.08
4538, 4521, 4494, 4527, 180.8
4699, 4635, 4646, 4649, 186.29
4447, 4396, 4386, 4414, 176.43
4471, 4467, 4426, 4398, 177.62
4536, 4567, 4472, 4476, 180.51
4700, 4729, 4627, 4640, 186.96
4681, 4673, 4640, 4614, 186.08
4523, 4552, 4467, 4537, 180.79
4500, 4518, 4465, 4491, 179.74
4623, 4617, 4535, 4634, 184.09
4678, 4680, 4601, 4674, 186.33
4605, 4607, 4551, 4600, 183.63
4643, 4665, 4640, 4648, 185.96
4581, 4585, 4583, 4604, 183.53
4743, 4695, 4746, 4724, 189.08
4538, 4429, 4507, 4503, 179.77
4342, 4251, 4353, 4330, 172.76
4441, 4363, 4440, 4437, 176.81
4411, 4359, 4413, 4422, 176.05
4282, 4245, 4280, 4272, 170.79
4453, 4398, 4434, 4458, 177.43
4421, 4309, 4373, 4399, 175.02
4435, 4349, 4414, 4409, 176.07
4415, 4334, 4393, 4365, 175.07
4749, 4640, 4719, 4708, 188.16
4786, 4690, 4770, 4752, 189.98
4866, 4781, 4930, 4854, 194.31
4807, 4734, 4873, 4789, 192.03
4816, 4755, 4904, 4822, 192.97
5182, 5131, 5273, 5170, 207.56
5384, 5335, 5506, 5384, 216.09
5218, 5147, 5316, 5254, 209.35
5321, 5300, 5452, 5374, 214.47
5023, 5046, 5169, 5126, 203.64000000000001
4853, 4853, 4952, 4971, 196.29
4536, 4547, 4701, 4760, 185.44
4878, 4873, 5084, 5078, 199.13
4643, 4686, 4866, 4815, 190.1
4984, 4999, 5174, 5126, 202.83
5111, 5118, 5289, 5207, 207.25
4803, 4825, 4936, 4927, 194.91
4844, 4862, 4976, 4967, 196.49
5011, 4998, 5116, 5123, 202.48000000000002
4876, 4818, 4953, 4993, 196.4
5111, 5134, 5205, 5264, 207.14000000000001
5450, 5442, 5490, 5609, 219.91
5307, 5368, 5340, 5467, 214.82
5615, 5697, 5632, 5765, 227.09
5511, 5623, 5572, 5661, 223.67000000000002
5719, 5838, 5769, 5874, 232.0
5495, 5621, 5584, 5600, 223.0
